site_name,site_address,site_city,site_state,site_zip_code,latitude,longitude,animal_type,total_no_of_animals,total_no_of_animal_units,name
turvey farms,1439 county road 235,ozark,al,36360,31.50143,-85.75038,chicken,NA,NA,turvey farms
twin creeks farm,county road 2,anniston,al,36264,33.69341,-85.687092,chicken,NA,NA,twin creeks farm
twins ranch,36308 highway m,mora,mo,65345,38.541938972,-93.078855027,chicken,176000,1408,twins ranch
tyler farms,cr 72,clio,al,36311,31.687515,-85.57284,chicken,NA,NA,tyler farms
tyler poultry farms,chad tyler,clio,al,NA,31.623333,-85.5925,chicken,NA,NA,tyler poultry farms
tyson foods - chick-n-quick / tyson distribution center,400 w olrich st,rogers,ar,NA,36.31865,-94.120401,chicken,NA,NA,tyson foods  chicknquick  tyson distribution center
tyson foods inc,1151 east pine street,vienna,ga,NA,32.096173,-83.768001,chicken,NA,NA,tyson foods inc
tyson foods inc.-nashville,100 east cassady street,nashville,ar,NA,33.926083,-93.845472,chicken,NA,NA,tyson foods incnashville
tyson loewen farms,3925 feenster gap road,guntersville,al,35976,34.259039,-86.430902,chicken,NA,NA,tyson loewen farms
tzongmoung scott yang,12511 hwy m,stark city,mo,64866,36.885231784,-94.190532138,chicken,150000,1200,tzongmoung scott yang
unruh farm,681 tick duckett road,albertville,al,35951,34.36949,-86.12366,chicken,NA,NA,unruh farm
ussery farm,3619 county road 30,roanoke,al,36274,33.213041,-85.267117,chicken,NA,NA,ussery farm
vaughn poultry farm,5070 county highway 36,altoona,al,35952,34.064444,-86.401944,chicken,NA,NA,vaughn poultry farm
vernon farm,21080 cr 87 n,chillicothe,tx,NA,34.348698,-99.472833,chicken,NA,NA,vernon farm
virgil l. shockley/boondock farm,5821 candleberry lane,snow hill,md,21863,38.2678698,-75.3901361,chicken,42000,NA,virgil l shockleyboondock farm
w & w farm llc,512 bud foreman road,samson,al,36477,31.031717,-86.117592,chicken,NA,NA,w  w farm llc
w e goehringer jr.,4805 skinners run rd,hurlock,md,21643,38.686712,-75.8433696,chicken,105000,NA,w e goehringer jr
w j buttram farms,w j buttram,geraldine,al,NA,34.330556,-86.023333,chicken,NA,NA,w j buttram farms
w j poultry,2008 county road 111,albertville,al,35951,34.374533,-86.101524,chicken,NA,NA,w j poultry
w t farms,30576 us hwy 84,opp,al,36467,31.3339,-86.20288,chicken,NA,NA,w t farms
w. dean murray/consolid farm,7293 brick kiln rd,salisbury,md,21803,38.3953896,-75.6461203,chicken,44000,NA,w dean murrayconsolid farm
"w. e. goehringer, jr.",4825 skinners run rd,hurlock,md,21643,38.6834705,-75.8422733,chicken,50000,NA,w e goehringer jr
"w. frank barnes, jr./fairfield farm",22840 bayshore rd,chestertown,md,21620,39.2259694695694,-76.1790402828526,chicken,122000,NA,w frank barnes jrfairfield farm
"w.o. mack, inc.",4600 pansey road,pansey,al,36370,31.154759,-85.166564,chicken,NA,NA,wo mack inc
wa yang,9418 state highway 86,fairview,mo,64842,36.800667798,-94.054733976,chicken,296000,2368,wa yang
wade sloan,11255 red ribbon,versailles,mo,NA,38.49427,-92.85982,chicken,NA,NA,wade sloan
walker farm,450 county road 138,town creek,al,35672,34.57707,-87.4636,chicken,NA,NA,walker farm
walter denny/denny farm llc,723 damsontown rd,queen anne,md,21657,38.9727245,-75.9697254,chicken,79000,NA,walter dennydenny farm llc
war eagle farm,4522 providence rd.,talladega,al,35160,33.501759,-86.118282,chicken,NA,NA,war eagle farm
ward farm,2768 golden rd.,goshen,al,36035,31.686185,-86.181085,chicken,NA,NA,ward farm
warhurst farms inc,1257 tharptown spring road,russellville,al,35654,34.52137,-87.63013,chicken,NA,NA,warhurst farms inc
warmy day farms,249 noble lane,union grove,al,35175,34.4744,-86.55795,chicken,NA,NA,warmy day farms
watson farms,816 county road 29,pineapple,al,36425,31.742258,-86.987386,chicken,NA,NA,watson farms
wayjan farms,1424 county road 35,ozark,al,36360,31.39722,-85.55065,chicken,NA,NA,wayjan farms
wayne - go farms,1065 clement road,russellville,al,35654-3629,34.567425,-87.56066,chicken,NA,NA,wayne  go farms
wayne black poultry farm,1732 mason road,hope hull,al,36043,32.25608,-86.46543,chicken,NA,NA,wayne black poultry farm
wayne fincher farms,274 fincher road,hackleburg,al,35564,34.290521,-87.856,chicken,NA,NA,wayne fincher farms
wayne todd quidas/wings landing,6370 bell creek rd,preston,md,21655,38.7866294,-75.9305936,chicken,76000,NA,wayne todd quidaswings landing
wayne truitt & ann truitt farm,10137 beaverdam creek rd,berlin,md,21811,38.287496,-75.213573,chicken,77700,NA,wayne truitt  ann truitt farm
wayne witt,4668 county road 236,town creek,al,35672,34.575694,-87.444716,chicken,NA,NA,wayne witt
weathers poultry farm,208 county road 476,heflin,al,36264,33.641679,-85.433168,chicken,NA,NA,weathers poultry farm
"weaver farms, llc",660 busic church rd,sudlersville,md,21668,39.1476890888809,-75.8117818301151,chicken,120000,NA,weaver farms llc
"weaver farms, llc/barclay road farm (organic, new construction)",2502 barclay rd,barclay,md,21607,39.14396,-75.86136,chicken,240975,NA,weaver farms llcbarclay road farm organic new construction
weiler farm #2 cafo,420 lawn road,palmyra,pa,NA,40.235094,-76.55925,chicken,NA,NA,weiler farm 2 cafo
wenger farms,askea grove lane,arab,al,35016,34.340125,-86.493205,chicken,NA,NA,wenger farms
wesley farms,3272 al highway 93,troy,al,36081,31.672754,-85.955873,chicken,NA,NA,wesley farms
wesley wilson,704 bannock ford road,anderson,mo,64831,36.677663499,-94.587166755,chicken,174000,1392,wesley wilson
westbrook farms,655 county road 221,centre,al,35960,34.12477,-85.46939,chicken,NA,NA,westbrook farms
westmoreland poultry,5411 county road 93,bryant,al,35968,34.973374,-85.67112,chicken,NA,NA,westmoreland poultry
westside/eastside farm,1790 hwy 141,elba,al,NA,31.371023,-86.143625,chicken,NA,NA,westsideeastside farm
"wheat - ridge farm, inc",5641 newhart mill rd,rhodesdale,md,21659,38.57036621503,-75.7390039591008,chicken,130000,NA,wheat  ridge farm inc
wheeler farm,1438 woods road,brantley,al,NA,31.63655,-86.41501,chicken,NA,NA,wheeler farm
wheeler farms,2752 cr 4408,brundidge,al,36010,31.756944,-85.771944,chicken,NA,NA,wheeler farms
whipporwill creek,2529 county road 23,crossville,al,35962,34.353113,-86.056118,chicken,NA,NA,whipporwill creek
whispering pines poultry farm,935 county road 695,centre,al,35960,34.0917,-85.51014,chicken,NA,NA,whispering pines poultry farm
white acres poultry,245 pine lane circle,steele,al,35953,33.86502,-86.25468,chicken,NA,NA,white acres poultry
whitewater farms,10374 county road 16,wedowee,al,36274,33.1175,-85.256111,chicken,NA,NA,whitewater farms
whitley farm,bright farm road,horton,al,NA,34.147222,-86.428611,chicken,NA,NA,whitley farm
whitley poultry farm,89881 u s highway 278,altoona,al,35952,34.105833,-86.356944,chicken,NA,NA,whitley poultry farm
whitmore farms,2855 county road 190,dawson,al,35962,34.3075,-85.945,chicken,NA,NA,whitmore farms
whitney weaver,285 evans dr,falkville,al,NA,34.32875,-86.94787,chicken,NA,NA,whitney weaver
wiggins farm,404 hassey road,ramer,al,36069,31.99484,-86.21883,chicken,NA,NA,wiggins farm
wiggins farm,12030 county road 7,frisco city,al,36475,31.450278,-87.224722,chicken,NA,NA,wiggins farm
wilkins farm,4011 al highway 24,mount hope,al,35651,34.48541,-87.464533,chicken,NA,NA,wilkins farm
wilkinson farms,601 dean road,hope hull,al,36043,32.195804,-86.520059,chicken,NA,NA,wilkinson farms
willam a thomas,500 cobb lane,greenville,al,36033,31.72357,-86.70278,chicken,NA,NA,willam a thomas
william & edward calloway/calloway bros,8381 athol rd8341 athol rd,mardela springs,md,21837,38.46227,-75.75508,chicken,185000,NA,william  edward callowaycalloway bros
"william a. moore, sr./billinda farm",12450 ridgely rd,ridgely,md,21660,38.9521688,-75.8636955,chicken,62800,NA,william a moore srbillinda farm
william a. moore/moore family farm,31820 covey's landing rd,cordova,md,21625,38.8777783,-75.9675239,chicken,179500,NA,william a mooremoore family farm
"william b. messix iv & francis t. messix/hopes view farm, llc",30943 queen anne hwy,queen anne,md,21657,38.9259446,-76.0009191,chicken,40000,NA,william b messix iv  francis t messixhopes view farm llc
william bear/jason m. powell farm,9239 green branch rd,willards,md,21874,38.4435932595388,-75.3598101396187,chicken,92000,NA,william bearjason m powell farm
"william beauchamp, iii",32773 rehobeth rd,pocomoke city,md,21851,38.0814825,-75.6176752,chicken,70000,NA,william beauchamp iii
william c. & judith a. loller,8966 bakers ln,chestertown,md,21620,39.226549,-76.1424904,chicken,270000,NA,william c  judith a loller
"william c. rowland, jr./rowland farm",6269 bessen rd,stockton,md,21864,38.0250791522974,-75.3897389680378,chicken,95400,NA,william c rowland jrrowland farm
william e. roper,698 new bethel church road,lapine,al,36046,31.95384,-86.30364,chicken,NA,NA,william e roper
william g howard,3926 webb rd,pittsville,md,21850,38.2975438077699,-75.3741753323104,chicken,41600,NA,william g howard
william gary marvel/hidden acres farm,27733 burrsville rd,denton,md,21629,38.8963207,-75.7402364,chicken,83000,NA,william gary marvelhidden acres farm
william hanke,639 route e,rocky comfort,mo,64861,36.679724428,-94.207221825,chicken,193400,1547,william hanke
william james robinette/way more farm (new construction),27322 iron gate rd,federalsburg,md,21632,38.7970005,-75.7549084,chicken,274800,NA,william james robinetteway more farm new construction
william jeff burns,557 rockhill road,honoraville,al,36042,31.81009,-86.45403,chicken,NA,NA,william jeff burns
william long,27762 oriole rd,princess anne,md,21853,38.1816988,-75.7913875,chicken,40000,NA,william long
william m. twilley/springdale farm,5616 springdale rd,east new market,md,21631,38.5730752,-75.9656744,chicken,135000,NA,william m twilleyspringdale farm
william michael dryden,32435 rehobeth rd,pocomoke city,md,21851,38.0702265,-75.6277488,chicken,108000,NA,william michael dryden
william o. coxon/the wallow (new construction),530 brierley mill rd,church hill,md,21623,39.1257489033731,-75.9073594979276,chicken,132000,NA,william o coxonthe wallow new construction
william r. darling jr/trinity farm,403 sawmill rd,queen anne,md,21649,39.1841342,-75.8038635,chicken,104000,NA,william r darling jrtrinity farm
william reily brown iii/maple breeze & beulah winds,6743-2 enm ellwood rd,hurlock,md,21643,38.63816,-75.86254,chicken,210000,NA,william reily brown iiimaple breeze  beulah winds
"william robert thomas, jr. / bil den farm",23177 hog creek rd,preston,md,21655,38.7834980813468,-75.9026218073918,chicken,101400,NA,william robert thomas jr  bil den farm
"william robert thomas, jr. / preston farm",5704 harmony rd,preston,md,21655,38.7637115,-75.8846079,chicken,124200,NA,william robert thomas jr  preston farm
william robinson/r place and living r dream farms,831 brierley mill rd,church hill,md,21623,39.1346172506539,-75.9089506326409,chicken,385800,NA,william robinsonr place and living r dream farms
william shettle/beverlyfarm,808 beverly lane,pocomoke city,md,21851,38.0103674,-75.6088743,chicken,75000,NA,william shettlebeverlyfarm
"william t. calloway, jr./double t farm",8500 athol rd,mardela springs,md,21837,38.4285177,-75.7920555,chicken,81600,NA,william t calloway jrdouble t farm
"william t. calloway, jr./tommy and dee's farm",8272 athol rd,mardela springs,md,21837,38.4198554,-75.7824483,chicken,91200,NA,william t calloway jrtommy and dees farm
william t. marshall/mt marshall farm,34802 mt. hermon rd,pittsville,md,21850,38.331626,-75.4071733,chicken,94000,NA,william t marshallmt marshall farm
william vessey/m & c vessey & cuckoos nest farm,31783 vessey orchard rd,westover,md,21871,38.0538599,-75.6525921,chicken,246000,NA,william vesseym  c vessey  cuckoos nest farm
"william w. cottman/cottman farms, inc.",33270 dublin rd,princess anne,md,21853,38.1491954,-75.5982533,chicken,105000,NA,william w cottmancottman farms inc
willian jason dryden/courtney farm,6876 elmo dryden rd,westover,md,21871,38.0686919525777,-75.6576403570435,chicken,120000,NA,willian jason drydencourtney farm
willis disharoon/l.e.t farm,6214 massey crossing rd,willards,md,21874,38.3622017,-75.327126,chicken,182000,NA,willis disharoonlet farm
willis e. redden farm (expansion),1813 holly swamp rd,pocomoke city,md,21851,38.062324,-75.484334,chicken,278000,NA,willis e redden farm expansion
willow hill acres,10911 angel rd.,fortuna,mo,65034,38.57387649,-92.861781704,chicken,156000,1248,willow hill acres
wilson brothers farms,4695 county road 284,courtland,al,35618,34.590584,-87.30989,chicken,NA,NA,wilson brothers farms
wilson farms - bill and charles,30 wilson lane,anderson,mo,64831,36.678885618,-94.610950233,chicken,160000,1280,wilson farms  bill and charles
windy ridge farms llc,1347 county road 33,hayneville,al,36040,32.140278,-86.604722,chicken,NA,NA,windy ridge farms llc
wine glass farms,5 miles south of samson on state highway 87,samson,al,NA,31.031667,-86.0275,chicken,NA,NA,wine glass farms
witmer farms,75 witmer road,liverpool,pa,NA,40.541912,-77.010294,chicken,NA,NA,witmer farms
"wolfhole, inc.",919 n ranney,sikeston,mo,63801,36.835716199,-89.507924549,chicken,199200,1594,wolfhole inc
wood farms,0.7 mi. west of county road 67,wedowee,al,36278,33.280833,-85.420278,chicken,NA,NA,wood farms
woodham farms,2501 county road 53,clayton,al,36016,31.70535,-85.4248,chicken,NA,NA,woodham farms
wright farms,704 county road 84,ethelsville,al,35461,33.3575,-88.215556,chicken,NA,NA,wright farms
wright farms,co rd 86,collinsville,al,35961,34.281667,-85.908333,chicken,NA,NA,wright farms
wyatt gann farm,2101 county road 50,mount hope,al,35651,34.499182,-87.445151,chicken,NA,NA,wyatt gann farm
yellow creek farm,201 alabama highway 68,sand rock,al,35961,34.237222,-85.798889,chicken,NA,NA,yellow creek farm
yeng xiong,13724 farm road 1005,exeter,mo,65647,36.735910389,-94.057621399,chicken,148000,1184,yeng xiong
yia yang,3951 farm road 2092,purdy,mo,65734,36.797574398,-93.99742588,chicken,138000,1104,yia yang
yoo s. kim/99 farms,31411 melson rd,delmar,md,21875,38.4482049,-75.5240436,chicken,105000,NA,yoo s kim99 farms
"yours, mine and ours",1717 happy hill road,boaz,al,NA,34.1392,-86.10332,chicken,NA,NA,yours mine and ours
zach grafton,5050 stone boundary rd,cambridge,md,21613,38.5283401,-76.036684,chicken,111000,NA,zach grafton
zeke collins/mom & dad and z & l farms,27884 little lane,salisbury,md,21801,38.4354555,-75.645651,chicken,138000,NA,zeke collinsmom  dad and z  l farms
zeke e. collins/penthouse farm,9086 taylor rd,delmar,md,21875,38.4422209,-75.601379,chicken,47000,NA,zeke e collinspenthouse farm
zeke elias collins/buck & rut,23864 ocean gateway,mardela springs,md,21837,38.4636400491912,-75.7851212080836,chicken,48000,NA,zeke elias collinsbuck  rut
zhian tavakoli/tavakoli farm,200 tavakoli farm lane,stevensville,md,21666,38.9294123,-76.3493189,chicken,120000,NA,zhian tavakolitavakoli farm
zhisheng lin/sheng lin farm (expansion),27812 liberty rd,federalsburg,md,21632,38.6988779,-75.744804,chicken,240000,NA,zhisheng linsheng lin farm expansion
zoet poultry-cafo,4847 140th ave.,holland,mi,49423,42.706807,-86.036419,chicken,6085,NA,zoet poultrycafo
NA,rocky mound rd,hope,ar,71801-000,33.663876,-93.560251,chicken,NA,NA,NA
NA,NA,NA,mn,NA,45.596654659996,-94.7522727761318,chicken,96000,1104,NA
NA,NA,NA,mn,NA,45.6170296800844,-94.6366231557798,chicken,189340,568.02,NA
NA,NA,NA,mn,NA,45.6545119422628,-94.8038124357117,chicken,75000,986,NA
NA,NA,NA,mn,NA,45.6583582172635,-94.8274127912837,chicken,108500,1342,NA
NA,NA,NA,mn,NA,45.6752901428023,-94.3243517812105,chicken,151391,630.4,NA
NA,NA,NA,mn,NA,45.6772495193825,-94.8577961165846,chicken,83550,1503.9,NA
NA,NA,NA,mn,NA,45.703675748667,-94.3438930111268,chicken,286752,860.256,NA
NA,NA,NA,mn,NA,45.7082059847201,-94.7961735960544,chicken,101000,1376,NA
NA,NA,NA,mn,NA,45.7125415652026,-94.927750582776,chicken,89500,1123.5,NA
NA,NA,NA,mn,NA,45.8532019473739,-94.6690506074043,chicken,168000,1932,NA
NA,NA,NA,mn,NA,45.8507064319687,-94.5978840089026,chicken,70000,805,NA
NA,NA,NA,mn,NA,45.86681155817,-95.1792252366007,chicken,85000,425,NA
NA,NA,NA,mn,NA,45.8893745432578,-94.4495305325323,chicken,18260,1393,NA
NA,NA,NA,mn,NA,45.8912199139966,-94.6461549635181,chicken,188450,2105.1,NA
NA,NA,NA,mn,NA,45.8864021960483,-95.2931798657061,chicken,79500,612,NA
NA,NA,NA,mn,NA,45.9019357900163,-94.6563855939469,chicken,97500,1105,NA
NA,NA,NA,mn,NA,45.9057854702239,-94.6403454332316,chicken,57960,1043.28,NA
NA,NA,NA,mn,NA,45.9054861258541,-94.6666249014031,chicken,169050,1891.75,NA
NA,NA,NA,mn,NA,45.9164720372032,-94.6563668130478,chicken,110900,1255.2,NA
NA,NA,NA,mn,NA,45.923829702603,-94.6461134686959,chicken,66000,616,NA
NA,NA,NA,mn,NA,45.9276309693635,-94.6142017561143,chicken,134000,1515,NA
NA,NA,NA,mn,NA,45.9296083418713,-94.7414096742862,chicken,107250,1215.5,NA
NA,NA,NA,mn,NA,45.9351038216686,-94.5958497775775,chicken,63600,318,NA
NA,NA,NA,mn,NA,45.9386490788186,-94.7599339799774,chicken,80000,920,NA
NA,NA,NA,mn,NA,45.9598974692235,-94.5643310674915,chicken,118500,1353,NA
NA,NA,NA,mn,NA,45.9613209950493,-94.6160900985429,chicken,104000,1170,NA
NA,NA,NA,mn,NA,45.986994099586,-94.0794015768268,chicken,500000,1500,NA
NA,NA,NA,mn,NA,45.9866867506732,-94.5493913764011,chicken,66000,876,NA
NA,NA,NA,mn,NA,45.9967706230615,-94.5849585156654,chicken,297000,891,NA
NA,NA,NA,mn,NA,46.0039077008096,-94.5953269308551,chicken,192500,2438,NA
NA,NA,NA,mn,NA,46.0305174079102,-94.4680317594817,chicken,120000,1380,NA
NA,NA,NA,mn,NA,46.0393003629236,-94.4775803730689,chicken,120000,1380,NA
NA,NA,NA,mn,NA,46.0537933759504,-94.1378158086175,chicken,120000,360,NA
NA,NA,NA,mn,NA,46.0621159849198,-94.4183481782244,chicken,67000,881,NA
